[2025-09-05 17:11:48.751] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click Sign In | Context: {"command": "Click Sign In", "target": "Sign In", "app_name": "TestApp", "error_type": "Exception", "error_message": "Accessibility permission denied"}
[2025-09-05 17:13:37.138] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.20ms | Context: {"duration_ms": 0.19884109497070312, "failure_reasons_count": 1, "recommendations_count": 1, "closest_matches_count": 0}
[2025-09-05 17:13:37.138] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.17ms | Context: {"duration_ms": 0.1728534698486328, "failure_reasons_count": 1, "recommendations_count": 1, "closest_matches_count": 0}
[2025-09-05 17:13:37.138] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click from thread 0' targeting 'Target 0' in App 0 | Context: {"command": "Click from thread 0", "target": "Target 0", "app_name": "App 0", "failure_reasons": ["All 1 search attempts failed"], "recommendations": ["Try different search strategies or verify element exists"], "failure_count": 1}
[2025-09-05 17:13:37.138] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click from thread 1' targeting 'Target 1' in App 1 | Context: {"command": "Click from thread 1", "target": "Target 1", "app_name": "App 1", "failure_reasons": ["All 1 search attempts failed"], "recommendations": ["Try different search strategies or verify element exists"], "failure_count": 1}
[2025-09-05 17:13:37.138] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click from thread 2' targeting 'Target 2' in App 2 | Context: {"command": "Click from thread 2", "target": "Target 2", "app_name": "App 2", "failure_reasons": ["All 1 search attempts failed"], "recommendations": ["Try different search strategies or verify element exists"], "failure_count": 1}
[2025-09-05 17:13:37.138] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click from thread 3 | Context: {"command": "Click from thread 3", "target": "Target 3", "app_name": "App 3", "error_type": "ElementNotFoundError", "error_message": "Error from thread 3"}
[2025-09-05 17:13:37.138] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click from thread 4 | Context: {"command": "Click from thread 4", "target": "Target 4", "app_name": "App 4", "error_type": "ElementNotFoundError", "error_message": "Error from thread 4"}
[2025-09-05 17:13:37.138] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.15ms | Context: {"duration_ms": 0.14710426330566406, "failure_reasons_count": 1, "recommendations_count": 1, "closest_matches_count": 0}
[2025-09-05 17:13:37.139] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.13ms | Context: {"duration_ms": 0.13327598571777344, "failure_reasons_count": 1, "recommendations_count": 1, "closest_matches_count": 0}
[2025-09-05 17:13:37.139] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click from thread 3' targeting 'Target 3' in App 3 | Context: {"command": "Click from thread 3", "target": "Target 3", "app_name": "App 3", "failure_reasons": ["All 1 search attempts failed"], "recommendations": ["Try different search strategies or verify element exists"], "failure_count": 1}
[2025-09-05 17:13:37.139] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click from thread 4' targeting 'Target 4' in App 4 | Context: {"command": "Click from thread 4", "target": "Target 4", "app_name": "App 4", "failure_reasons": ["All 1 search attempts failed"], "recommendations": ["Try different search strategies or verify element exists"], "failure_count": 1}
[2025-09-05 17:13:37.139] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Test command | Context: {"command": "Test command", "target": "Test", "app_name": "TestApp", "error_type": "ElementNotFoundError", "error_message": "Test error"}
[2025-09-05 17:13:37.140] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.06ms | Context: {"duration_ms": 0.05507469177246094, "failure_reasons_count": 1, "recommendations_count": 1, "closest_matches_count": 0}
[2025-09-05 17:14:05.938] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click Sign In | Context: {"command": "Click Sign In", "target": "Sign In", "app_name": "WebBrowser", "error_type": "ElementNotFoundError", "error_message": "Element 'Sign In' not found in accessibility tree"}
[2025-09-05 17:14:05.938] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.50ms | Context: {"duration_ms": 0.5018711090087891, "failure_reasons_count": 3, "recommendations_count": 5, "closest_matches_count": 1}
[2025-09-05 17:14:05.938] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click Sign In' targeting 'Sign In' in WebBrowser | Context: {"command": "Click Sign In", "target": "Sign In", "app_name": "WebBrowser", "failure_reasons": ["Permission issue detected: Element 'Sign In' not found in accessibility tree", "Element_Detection issue detected: Element 'Sign In' not found in accessibility tree", "All 3 search attempts failed"], "recommendations": ["Try different search strategies or verify element exists", "Try targeting 'Sign Up' which shares common words with your target", "Verify element exists and is visible", "Target contains common words: sign. Try using these words individually.", "Grant accessibility permissions in System Preferences"], "failure_count": 3}
[2025-09-05 17:14:22.549] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click Sign In button | Context: {"command": "Click Sign In button", "target": "Sign In", "app_name": "TestApp", "error_type": "AccessibilityPermissionError", "error_message": "Accessibility permission denied for application"}
[2025-09-05 17:14:22.550] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.42ms | Context: {"duration_ms": 0.4227161407470703, "failure_reasons_count": 2, "recommendations_count": 2, "closest_matches_count": 0}
[2025-09-05 17:14:22.550] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click Sign In button' targeting 'Sign In' in TestApp | Context: {"command": "Click Sign In button", "target": "Sign In", "app_name": "TestApp", "failure_reasons": ["Permission issue detected: Accessibility permission denied for application", "All 1 search attempts failed"], "recommendations": ["Grant accessibility permissions in System Preferences", "Try different search strategies or verify element exists"], "failure_count": 2}
[2025-09-05 17:14:22.551] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click Sign In | Context: {"command": "Click Sign In", "target": "Sign In", "app_name": "WebBrowser", "error_type": "ElementNotFoundError", "error_message": "Element 'Sign In' not found in accessibility tree"}
[2025-09-05 17:14:22.552] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.23ms | Context: {"duration_ms": 0.2300739288330078, "failure_reasons_count": 3, "recommendations_count": 5, "closest_matches_count": 1}
[2025-09-05 17:14:22.552] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click Sign In' targeting 'Sign In' in WebBrowser | Context: {"command": "Click Sign In", "target": "Sign In", "app_name": "WebBrowser", "failure_reasons": ["Permission issue detected: Element 'Sign In' not found in accessibility tree", "Element_Detection issue detected: Element 'Sign In' not found in accessibility tree", "All 3 search attempts failed"], "recommendations": ["Grant accessibility permissions in System Preferences", "Target contains common words: sign. Try using these words individually.", "Try different search strategies or verify element exists", "Try targeting 'Sign Up' which shares common words with your target", "Verify element exists and is visible"], "failure_count": 3}
[2025-09-05 17:14:22.552] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click Sign In | Context: {"command": "Click Sign In", "target": "Sign In", "app_name": "SlowApp", "error_type": "AccessibilityTimeoutError", "error_message": "Element search timed out after 5000ms"}
[2025-09-05 17:14:22.553] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.97ms | Context: {"duration_ms": 0.9679794311523438, "failure_reasons_count": 3, "recommendations_count": 3, "closest_matches_count": 0}
[2025-09-05 17:14:22.553] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click Sign In' targeting 'Sign In' in SlowApp | Context: {"command": "Click Sign In", "target": "Sign In", "app_name": "SlowApp", "failure_reasons": ["Performance issue detected: Element search timed out after 5000ms", "All 3 search attempts failed", "Search operations are slow (avg: 3500.0ms)"], "recommendations": ["Try different search strategies or verify element exists", "Optimize search parameters or increase system resources", "Increase timeout or optimize search parameters"], "failure_count": 3}
[2025-09-05 17:14:22.554] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click Sign In | Context: {"command": "Click Sign In", "target": "Sign In", "app_name": "ComplexApp", "error_type": "Exception", "error_message": "Multiple issues: permission denied, element not found, timeout"}
[2025-09-05 17:14:22.554] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.11ms | Context: {"duration_ms": 0.10800361633300781, "failure_reasons_count": 5, "recommendations_count": 8, "closest_matches_count": 2}
[2025-09-05 17:14:22.554] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click Sign In' targeting 'Sign In' in ComplexApp | Context: {"command": "Click Sign In", "target": "Sign In", "app_name": "ComplexApp", "failure_reasons": ["Permission issue detected: Multiple issues: permission denied, element not found, timeout", "Element_Detection issue detected: Multiple issues: permission denied, element not found, timeout", "Performance issue detected: Multiple issues: permission denied, element not found, timeout", "All 3 search attempts failed", "Search operations are slow (avg: 3500.0ms)"], "recommendations": ["Grant accessibility permissions in System Preferences", "Target contains common words: sign. Try using these words individually.", "Optimize search parameters or increase system resources", "Try targeting 'Sign Up Link' which shares common words with your target", "Try different search strategies or verify element exists", "Consider using 'Sign Up Link' as an alternative (similarity: 83.0%)", "Verify element exists and is visible", "Increase timeout or optimize search parameters"], "failure_count": 5}
[2025-09-05 17:14:22.554] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click Sign In | Context: {"command": "Click Sign In", "target": "Sign In", "app_name": "TestApp", "error_type": "ElementNotFoundError", "error_message": "Initial search failed"}
[2025-09-05 17:14:22.554] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.11ms | Context: {"duration_ms": 0.10776519775390625, "failure_reasons_count": 1, "recommendations_count": 4, "closest_matches_count": 1}
[2025-09-05 17:14:22.554] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click Sign In' targeting 'Sign In' in TestApp | Context: {"command": "Click Sign In", "target": "Sign In", "app_name": "TestApp", "failure_reasons": ["Unclassified error: Initial search failed"], "recommendations": ["Review error details and system logs for more information", "Target contains common words: sign, in. Try using these words individually.", "Try targeting 'Sign In' which shares common words with your target", "Try using 'Sign In' instead (similarity: 100.0%)"], "failure_count": 1}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click Button 0 | Context: {"command": "Click Button 0", "target": "Button 0", "app_name": "TestApp", "error_type": "AccessibilityPermissionError", "error_message": "Permission denied"}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.06ms | Context: {"duration_ms": 0.06198883056640625, "failure_reasons_count": 2, "recommendations_count": 2, "closest_matches_count": 0}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click Button 0' targeting 'Button 0' in TestApp | Context: {"command": "Click Button 0", "target": "Button 0", "app_name": "TestApp", "failure_reasons": ["Permission issue detected: Permission denied", "All 1 search attempts failed"], "recommendations": ["Grant accessibility permissions in System Preferences", "Try different search strategies or verify element exists"], "failure_count": 2}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click Button 1 | Context: {"command": "Click Button 1", "target": "Button 1", "app_name": "TestApp", "error_type": "AccessibilityPermissionError", "error_message": "Permission denied"}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.04ms | Context: {"duration_ms": 0.04291534423828125, "failure_reasons_count": 2, "recommendations_count": 2, "closest_matches_count": 0}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click Button 1' targeting 'Button 1' in TestApp | Context: {"command": "Click Button 1", "target": "Button 1", "app_name": "TestApp", "failure_reasons": ["Permission issue detected: Permission denied", "All 1 search attempts failed"], "recommendations": ["Grant accessibility permissions in System Preferences", "Try different search strategies or verify element exists"], "failure_count": 2}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click Button 2 | Context: {"command": "Click Button 2", "target": "Button 2", "app_name": "TestApp", "error_type": "AccessibilityPermissionError", "error_message": "Permission denied"}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.04ms | Context: {"duration_ms": 0.04315376281738281, "failure_reasons_count": 2, "recommendations_count": 2, "closest_matches_count": 0}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click Button 2' targeting 'Button 2' in TestApp | Context: {"command": "Click Button 2", "target": "Button 2", "app_name": "TestApp", "failure_reasons": ["Permission issue detected: Permission denied", "All 1 search attempts failed"], "recommendations": ["Grant accessibility permissions in System Preferences", "Try different search strategies or verify element exists"], "failure_count": 2}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click Button 3 | Context: {"command": "Click Button 3", "target": "Button 3", "app_name": "TestApp", "error_type": "AccessibilityPermissionError", "error_message": "Permission denied"}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.04ms | Context: {"duration_ms": 0.04291534423828125, "failure_reasons_count": 2, "recommendations_count": 2, "closest_matches_count": 0}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click Button 3' targeting 'Button 3' in TestApp | Context: {"command": "Click Button 3", "target": "Button 3", "app_name": "TestApp", "failure_reasons": ["Permission issue detected: Permission denied", "All 1 search attempts failed"], "recommendations": ["Grant accessibility permissions in System Preferences", "Try different search strategies or verify element exists"], "failure_count": 2}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click Button 4 | Context: {"command": "Click Button 4", "target": "Button 4", "app_name": "TestApp", "error_type": "AccessibilityPermissionError", "error_message": "Permission denied"}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.04ms | Context: {"duration_ms": 0.0362396240234375, "failure_reasons_count": 2, "recommendations_count": 2, "closest_matches_count": 0}
[2025-09-05 17:14:22.555] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click Button 4' targeting 'Button 4' in TestApp | Context: {"command": "Click Button 4", "target": "Button 4", "app_name": "TestApp", "failure_reasons": ["Permission issue detected: Permission denied", "All 1 search attempts failed"], "recommendations": ["Grant accessibility permissions in System Preferences", "Try different search strategies or verify element exists"], "failure_count": 2}
[2025-09-05 17:14:22.556] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click Sign In button | Context: {"command": "Click Sign In button", "target": "Sign In", "app_name": "TestApp", "error_type": "ElementNotFoundError", "error_message": "Element not found"}
[2025-09-05 17:14:22.556] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.11ms | Context: {"duration_ms": 0.11491775512695312, "failure_reasons_count": 2, "recommendations_count": 2, "closest_matches_count": 1}
[2025-09-05 17:14:22.556] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click Sign In button' targeting 'Sign In' in TestApp | Context: {"command": "Click Sign In button", "target": "Sign In", "app_name": "TestApp", "failure_reasons": ["Element_Detection issue detected: Element not found", "All 1 search attempts failed"], "recommendations": ["Try different search strategies or verify element exists", "Verify element exists and is visible"], "failure_count": 2}
[2025-09-05 17:14:22.557] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click from thread 0 | Context: {"command": "Click from thread 0", "target": "Target 0", "app_name": "App 0", "error_type": "ElementNotFoundError", "error_message": "Error from thread 0"}
[2025-09-05 17:14:22.557] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click from thread 1 | Context: {"command": "Click from thread 1", "target": "Target 1", "app_name": "App 1", "error_type": "ElementNotFoundError", "error_message": "Error from thread 1"}
[2025-09-05 17:14:22.557] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click from thread 2 | Context: {"command": "Click from thread 2", "target": "Target 2", "app_name": "App 2", "error_type": "ElementNotFoundError", "error_message": "Error from thread 2"}
[2025-09-05 17:14:22.557] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.26ms | Context: {"duration_ms": 0.2639293670654297, "failure_reasons_count": 1, "recommendations_count": 1, "closest_matches_count": 0}
[2025-09-05 17:14:22.558] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.26ms | Context: {"duration_ms": 0.2570152282714844, "failure_reasons_count": 1, "recommendations_count": 1, "closest_matches_count": 0}
[2025-09-05 17:14:22.558] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.20ms | Context: {"duration_ms": 0.19979476928710938, "failure_reasons_count": 1, "recommendations_count": 1, "closest_matches_count": 0}
[2025-09-05 17:14:22.558] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click from thread 0' targeting 'Target 0' in App 0 | Context: {"command": "Click from thread 0", "target": "Target 0", "app_name": "App 0", "failure_reasons": ["All 1 search attempts failed"], "recommendations": ["Try different search strategies or verify element exists"], "failure_count": 1}
[2025-09-05 17:14:22.558] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click from thread 1' targeting 'Target 1' in App 1 | Context: {"command": "Click from thread 1", "target": "Target 1", "app_name": "App 1", "failure_reasons": ["All 1 search attempts failed"], "recommendations": ["Try different search strategies or verify element exists"], "failure_count": 1}
[2025-09-05 17:14:22.558] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click from thread 2' targeting 'Target 2' in App 2 | Context: {"command": "Click from thread 2", "target": "Target 2", "app_name": "App 2", "failure_reasons": ["All 1 search attempts failed"], "recommendations": ["Try different search strategies or verify element exists"], "failure_count": 1}
[2025-09-05 17:14:22.558] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click from thread 3 | Context: {"command": "Click from thread 3", "target": "Target 3", "app_name": "App 3", "error_type": "ElementNotFoundError", "error_message": "Error from thread 3"}
[2025-09-05 17:14:22.558] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Click from thread 4 | Context: {"command": "Click from thread 4", "target": "Target 4", "app_name": "App 4", "error_type": "ElementNotFoundError", "error_message": "Error from thread 4"}
[2025-09-05 17:14:22.558] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.21ms | Context: {"duration_ms": 0.20599365234375, "failure_reasons_count": 1, "recommendations_count": 1, "closest_matches_count": 0}
[2025-09-05 17:14:22.558] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.19ms | Context: {"duration_ms": 0.1850128173828125, "failure_reasons_count": 1, "recommendations_count": 1, "closest_matches_count": 0}
[2025-09-05 17:14:22.558] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click from thread 3' targeting 'Target 3' in App 3 | Context: {"command": "Click from thread 3", "target": "Target 3", "app_name": "App 3", "failure_reasons": ["All 1 search attempts failed"], "recommendations": ["Try different search strategies or verify element exists"], "failure_count": 1}
[2025-09-05 17:14:22.558] | [WARNING] | [aura.debug.failure_analysis] | [failure_analysis] | Command failure analysis: 'Click from thread 4' targeting 'Target 4' in App 4 | Context: {"command": "Click from thread 4", "target": "Target 4", "app_name": "App 4", "failure_reasons": ["All 1 search attempts failed"], "recommendations": ["Try different search strategies or verify element exists"], "failure_count": 1}
[2025-09-05 17:14:22.559] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Starting failure analysis for command: Test command | Context: {"command": "Test command", "target": "Test", "app_name": "TestApp", "error_type": "ElementNotFoundError", "error_message": "Test error"}
[2025-09-05 17:14:22.559] | [WARNING] | [aura.debug.failure_analyzer] | [failure_analysis] | Failure analysis completed in 0.08ms | Context: {"duration_ms": 0.07581710815429688, "failure_reasons_count": 1, "recommendations_count": 1, "closest_matches_count": 0}
